TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,transaction_hour,transaction_day,transaction_month,days_since_last_transaction,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
79.43,1,0.02140368342458935,74,72,1,6579.37,17,0,7,469,1,0,0,0,0,1,0
889.01,1,0.021901443504230962,36,169,1,4826.88,17,1,8,433,0,0,1,0,1,0,0
26.06,1,0.02538576406172225,65,283,1,12893.63,17,3,12,319,1,0,0,1,0,0,0
514.95,1,0.024390243902439025,41,142,5,421.93,18,3,4,571,0,0,1,1,0,0,0
31.06,1,0.02538576406172225,46,61,1,11014.25,16,0,11,350,1,0,0,1,0,0,0
167.47,1,0.019910403185664508,35,103,1,2293.13,17,4,12,339,1,0,0,0,1,0,0
163.46,0,0.018914883026381283,63,111,1,6953.8,17,4,9,423,0,1,0,0,0,1,0
9.1,0,0.0233947237431558,52,63,1,2791.45,16,3,3,613,0,0,1,0,0,1,0
1074.29,1,0.015430562468889995,67,79,1,2011.6,16,3,1,669,0,1,0,0,0,1,0
83.02,0,0.0273768043802887,36,171,1,9009.56,17,0,9,427,0,0,1,0,1,0,0
27.51,0,0.021901443504230962,40,103,1,13645.63,18,2,9,411,0,0,1,1,0,0,0
398.7,1,0.017421602787456445,47,276,1,7987.74,16,0,8,434,1,0,0,1,0,0,0
476.63,1,0.02538576406172225,79,115,1,4894.25,17,1,7,468,1,0,0,0,0,1,0
369.44,1,0.025883524141363863,34,19,1,5018.67,17,0,11,350,0,0,1,0,1,0,0
161.38,0,0.022399203583872575,24,101,1,3900.34,16,3,11,361,0,0,1,0,0,0,1
79.14,0,0.015430562468889995,57,22,1,2229.56,17,2,4,572,0,0,1,0,0,1,0
395.77,0,0.01841712294673967,43,118,1,6425.99,16,0,2,616,0,1,0,1,0,0,0
425.91,1,0.02040816326530612,23,47,1,383.58,16,4,3,591,1,0,0,0,0,0,1
48.05,1,0.024390243902439025,27,38,1,5334.97,17,3,5,536,0,1,0,0,1,0,0
172.68,1,0.018914883026381283,33,17,1,10724.95,16,0,2,623,1,0,0,1,0,0,0
423.96,1,0.02538576406172225,43,75,1,8374.38,18,0,1,644,1,0,0,1,0,0,0
588.37,1,0.02140368342458935,28,284,1,1926.08,17,3,1,669,0,0,1,0,0,0,1
33.63,1,0.021901443504230962,63,76,1,4324.4,16,4,11,367,0,0,1,0,0,1,0
67.33,1,0.025883524141363863,59,36,1,5925.98,18,3,4,571,0,0,1,0,1,0,0
615.16,1,0.02538576406172225,26,140,1,214.61,16,0,2,637,0,0,1,0,0,0,1
86.35,0,0.0233947237431558,52,24,1,1550.48,17,0,9,427,0,1,0,0,0,1,0
35.05,1,0.02538576406172225,30,105,1,14330.47,18,2,9,404,0,1,0,1,0,0,0
336.01,1,0.022399203583872575,63,121,4,9938.2,18,3,11,361,0,0,1,1,0,0,0
147.4,1,0.023892483822797413,42,259,1,6797.71,16,4,6,514,0,1,0,0,1,0,0
436.77,1,0.02040816326530612,20,176,1,825.69,16,3,9,403,1,0,0,0,0,0,1
377.04,1,0.024888003982080638,34,64,1,3812.87,16,3,3,599,1,0,0,0,1,0,0
491.1,0,0.023892483822797413,35,125,1,7833.85,16,0,6,518,0,0,1,0,1,0,0
101.04,1,0.0233947237431558,27,160,1,1695.57,18,0,7,483,1,0,0,0,0,0,1
410.4,0,0.021901443504230962,61,78,1,2563.91,16,4,5,535,1,0,0,0,0,1,0
285.69,1,0.02538576406172225,63,35,1,2552.54,18,2,12,334,1,0,0,0,0,1,0
78.33,0,0.0233947237431558,56,189,1,7255.33,16,0,7,462,0,0,1,0,1,0,0
258.21,1,0.0233947237431558,39,225,1,9562.41,17,0,11,343,0,0,1,1,0,0,0
662.11,1,0.02140368342458935,23,219,1,1996.38,16,3,2,641,0,1,0,0,0,0,1
207.2,1,0.021901443504230962,60,133,1,8092.94,16,0,1,308,0,0,1,0,1,0,0
100.66,1,0.02140368342458935,50,144,1,14473.33,18,4,6,507,0,1,0,1,0,0,0
56.52,1,0.024888003982080638,42,152,1,6911.2,16,0,12,336,1,0,0,0,1,0,0
137.23,1,0.02538576406172225,64,63,1,13847.99,16,4,4,577,0,1,0,1,0,0,0
186.55,1,0.0273768043802887,48,288,1,224.65,16,2,6,502,0,1,0,0,1,0,0
278.28,1,0.02040816326530612,28,26,1,1346.88,16,0,10,399,0,1,0,0,0,0,1
326.29,1,0.02538576406172225,56,179,1,8171.26,17,2,12,334,0,0,1,0,1,0,0
20.64,1,0.02538576406172225,22,59,1,949.38,16,3,4,564,0,1,0,0,0,0,1
218.59,0,0.02538576406172225,40,123,1,6699.23,16,0,11,343,0,1,0,0,1,0,0
319.85,1,0.02538576406172225,60,148,1,711.66,16,2,7,467,1,0,0,1,0,0,0
295.93,1,0.02538576406172225,36,117,1,1050.63,17,0,2,623,0,1,0,1,0,0,0
60.99,1,0.02687904430064709,34,58,1,7281.46,17,1,8,461,0,1,0,0,1,0,0
453.49,1,0.0273768043802887,66,147,1,6366.43,16,0,1,672,0,1,0,1,0,0,0
347.25,1,0.0233947237431558,69,250,1,7273.55,18,0,1,644,1,0,0,1,0,0,0
25.58,1,0.024888003982080638,60,166,1,6741.41,16,3,11,354,1,0,0,0,1,0,0
624.0,1,0.023892483822797413,26,132,5,4976.18,17,3,2,627,0,1,0,0,1,0,0
542.75,0,0.022399203583872575,70,63,1,2224.08,18,3,12,333,0,1,0,0,0,1,0
567.92,1,0.021901443504230962,53,14,1,3779.47,16,1,6,503,0,0,1,0,0,1,0
10.52,1,0.02538576406172225,55,30,1,2472.99,17,2,7,474,1,0,0,0,0,1,0
148.54,0,0.021901443504230962,71,107,1,5677.05,16,4,12,318,0,1,0,0,0,1,0
168.0,0,0.02687904430064709,32,11,1,3498.58,16,3,8,438,0,1,0,0,1,0,0
813.78,0,0.02140368342458935,54,55,1,14935.5,17,0,8,455,1,0,0,1,0,0,0
420.6,1,0.017421602787456445,26,55,1,1778.75,16,0,4,567,0,1,0,0,0,0,1
66.01,1,0.023892483822797413,49,179,1,3475.99,18,4,10,395,0,0,1,0,1,0,0
57.34,1,0.02140368342458935,27,81,1,1100.64,16,0,10,378,0,0,1,0,0,0,1
123.35,0,0.018914883026381283,31,10,1,6852.16,17,4,8,451,0,0,1,1,0,0,0
720.89,1,0.0233947237431558,27,120,1,447.06,17,0,12,322,1,0,0,0,0,0,1
598.81,1,0.0273768043802887,57,158,1,1415.52,16,0,9,427,0,1,0,1,0,0,0
103.08,0,0.023892483822797413,49,150,1,9251.38,16,0,2,616,0,1,0,0,1,0,0
183.22,1,0.023892483822797413,27,63,1,1024.42,18,3,10,396,1,0,0,0,0,0,1
787.41,1,0.0233947237431558,25,39,1,300.87,16,0,6,504,0,0,1,0,0,0,1
297.15,1,0.0233947237431558,76,178,1,5449.37,18,3,10,389,0,0,1,0,0,1,0
516.72,1,0.0233947237431558,42,128,1,2015.69,18,0,10,392,1,0,0,0,1,0,0
156.58,1,0.015430562468889995,24,160,1,8981.61,16,0,9,413,0,1,0,0,0,0,1
10.07,1,0.017421602787456445,24,49,1,530.81,16,1,1,657,0,0,1,0,0,0,1
108.96,1,0.023892483822797413,26,247,1,7597.66,18,1,10,391,1,0,0,0,0,0,1
71.34,1,0.02538576406172225,49,144,3,6345.03,16,0,8,434,0,0,1,0,1,0,0
111.26,1,0.02538576406172225,66,43,1,14350.11,17,4,8,444,1,0,0,1,0,0,0
605.42,1,0.0233947237431558,21,33,1,392.34,16,1,6,510,1,0,0,0,0,0,1
341.88,1,0.023892483822797413,43,89,1,4159.52,16,2,6,509,1,0,0,0,1,0,0
6.0,1,0.024888003982080638,30,246,1,5442.76,18,0,10,378,0,0,1,1,0,0,0
134.7,1,0.02687904430064709,50,106,1,8395.85,16,0,8,441,1,0,0,1,0,0,0
796.3,1,0.023892483822797413,67,64,1,1498.79,16,2,3,593,0,1,0,0,0,1,0
173.45,1,0.0273768043802887,31,161,1,9077.62,16,0,12,315,1,0,0,0,1,0,0
424.47,1,0.02687904430064709,22,116,1,5491.55,16,0,2,616,0,0,1,0,0,0,1
290.86,1,0.017421602787456445,45,36,1,14631.88,17,0,6,518,0,0,1,1,0,0,0
12.62,1,0.01841712294673967,33,61,1,6420.47,16,4,5,549,0,1,0,1,0,0,0
52.2,1,0.02140368342458935,39,120,1,8974.93,18,1,6,517,0,0,1,0,1,0,0
33.61,1,0.023892483822797413,23,72,1,479.08,17,0,8,441,0,0,1,0,0,0,1
8.95,1,0.02687904430064709,76,102,1,3299.84,16,2,10,397,0,0,1,0,0,1,0
328.39,1,0.024390243902439025,41,108,1,2523.83,16,3,11,361,1,0,0,0,1,0,0
154.32,0,0.02687904430064709,38,269,1,6972.5,16,0,1,308,1,0,0,0,1,0,0
505.14,1,0.015430562468889995,68,179,1,2525.47,17,1,1,671,1,0,0,0,0,1,0
17.78,0,0.017421602787456445,52,59,1,7599.52,16,1,3,601,0,0,1,0,1,0,0
282.26,1,0.0233947237431558,37,278,1,6857.2,16,0,6,497,0,0,1,0,1,0,0
239.85,1,0.02687904430064709,70,50,1,1477.63,16,3,1,648,1,0,0,0,0,1,0
201.53,1,0.02687904430064709,68,287,1,2732.86,16,0,11,364,0,0,1,0,0,1,0
710.43,1,0.02538576406172225,67,115,1,5625.55,17,2,3,607,0,0,1,0,0,1,0
84.34,1,0.0233947237431558,58,248,3,5313.97,16,3,6,515,0,0,1,0,0,1,0
253.47,1,0.02140368342458935,20,238,1,220.51,17,2,6,509,0,1,0,0,0,0,1
668.78,1,0.0233947237431558,20,141,1,983.68,17,0,10,378,1,0,0,0,0,0,1
166.55,0,0.023892483822797413,59,99,1,12970.21,17,3,7,480,0,1,0,1,0,0,0
1036.66,1,0.0233947237431558,58,144,1,5541.57,16,1,7,482,0,1,0,1,0,0,0
305.0,1,0.0233947237431558,22,222,1,944.83,17,3,10,389,1,0,0,0,0,0,1
138.12,0,0.0273768043802887,53,281,1,1649.69,17,1,4,573,0,1,0,1,0,0,0
191.89,1,0.0233947237431558,25,14,1,399.57,16,1,6,496,0,1,0,0,0,0,1
243.85,1,0.024888003982080638,39,43,1,4576.78,16,2,12,320,0,1,0,0,1,0,0
155.51,1,0.022896963663514187,68,15,1,5360.19,18,0,8,441,1,0,0,1,0,0,0
85.58,1,0.02687904430064709,55,60,1,7794.84,17,3,11,347,1,0,0,0,1,0,0
166.99,1,0.017421602787456445,18,134,1,299.93,16,0,2,630,0,0,1,0,0,0,1
32.34,1,0.02538576406172225,44,45,1,7847.62,16,2,6,502,0,1,0,1,0,0,0
74.88,1,0.02140368342458935,25,202,1,420.67,16,2,5,530,1,0,0,0,0,0,1
333.67,1,0.02687904430064709,36,68,1,9238.08,18,3,7,487,0,0,1,0,1,0,0
483.92,1,0.024390243902439025,70,115,1,3138.0,18,0,10,385,1,0,0,0,0,1,0
11.67,1,0.02687904430064709,76,105,1,7458.63,16,0,11,357,0,1,0,0,0,1,0
49.84,1,0.024888003982080638,49,146,1,7872.04,16,4,10,388,1,0,0,1,0,0,0
434.17,1,0.02140368342458935,21,148,5,5335.44,16,3,1,669,1,0,0,0,0,0,1
261.14,1,0.0233947237431558,42,162,1,6100.08,18,0,5,539,1,0,0,0,1,0,0
64.9,0,0.025883524141363863,51,72,1,6854.61,16,1,2,629,0,1,0,0,0,1,0
158.02,1,0.024390243902439025,49,120,1,9374.24,17,2,9,411,1,0,0,0,1,0,0
3.3,0,0.0273768043802887,50,131,1,11385.37,16,0,3,588,0,1,0,1,0,0,0
53.14,1,0.022399203583872575,34,70,1,7915.0,17,4,4,563,1,0,0,1,0,0,0
242.62,0,0.0233947237431558,22,234,1,483.02,16,0,7,483,0,0,1,0,0,0,1
388.98,1,0.02538576406172225,23,155,1,1819.91,17,0,8,441,1,0,0,0,0,0,1
427.83,1,0.0233947237431558,47,29,1,3293.06,17,2,5,544,1,0,0,0,1,0,0
13.16,1,0.0233947237431558,43,98,1,1019.46,17,0,5,553,0,1,0,0,1,0,0
429.25,1,0.0273768043802887,29,107,1,5019.68,16,0,6,511,0,0,1,0,1,0,0
268.92,1,0.024888003982080638,29,148,1,8765.38,16,0,8,448,0,1,0,0,1,0,0
53.52,1,0.02538576406172225,49,55,1,2227.49,16,4,3,584,0,1,0,0,1,0,0
73.88,1,0.02538576406172225,39,34,1,6474.41,16,0,1,672,0,0,1,1,0,0,0
93.26,0,0.024390243902439025,20,72,1,1152.2,16,3,7,466,0,0,1,0,0,0,1
153.4,1,0.0233947237431558,45,144,1,4657.7,17,4,3,584,1,0,0,0,1,0,0
21.15,1,0.021901443504230962,70,180,1,3466.74,16,0,11,350,0,1,0,0,0,1,0
112.66,1,0.0273768043802887,29,176,3,852.98,16,0,9,413,0,0,1,0,1,0,0
22.46,1,0.024390243902439025,54,78,1,6631.5,16,2,5,537,0,0,1,0,0,1,0
378.2,1,0.0233947237431558,40,167,1,7372.81,17,0,1,665,0,1,0,0,1,0,0
331.66,1,0.022399203583872575,76,145,1,7216.3,17,0,9,420,1,0,0,0,0,1,0
153.07,1,0.025883524141363863,56,116,1,8873.43,18,0,4,581,1,0,0,0,1,0,0
622.41,1,0.0233947237431558,64,125,1,7322.01,16,0,12,329,1,0,0,1,0,0,0
290.02,1,0.023892483822797413,55,246,1,4746.71,17,0,9,406,0,1,0,0,1,0,0
426.93,1,0.024888003982080638,19,248,1,476.19,17,0,12,315,1,0,0,0,0,0,1
48.85,1,0.02140368342458935,19,176,1,1503.56,16,4,12,332,1,0,0,0,0,0,1
267.48,1,0.017421602787456445,21,159,2,811.86,17,0,1,644,1,0,0,0,0,0,1
206.95,1,0.0273768043802887,22,31,1,1817.65,16,3,8,459,0,1,0,0,0,0,1
311.28,1,0.02140368342458935,49,198,1,135.96,16,0,5,532,0,1,0,1,0,0,0
383.69,1,0.022399203583872575,54,285,1,8371.11,17,1,10,370,0,0,1,0,1,0,0
68.49,1,0.022399203583872575,67,49,1,6683.31,17,2,10,376,0,0,1,0,0,1,0
353.68,1,0.022399203583872575,70,145,1,6777.12,16,0,11,364,0,0,1,0,0,1,0
406.81,1,0.024390243902439025,66,84,1,1968.36,16,1,12,335,0,0,1,0,0,1,0
53.79,0,0.0273768043802887,54,137,3,6229.36,16,1,12,335,1,0,0,0,1,0,0
245.67,0,0.015430562468889995,24,107,1,752.25,18,0,1,672,0,1,0,0,0,0,1
57.91,0,0.019910403185664508,58,97,1,3641.06,16,1,11,342,0,1,0,0,1,0,0
227.14,1,0.02538576406172225,18,294,1,341.94,17,0,7,490,1,0,0,0,0,0,1
237.74,1,0.02687904430064709,61,152,1,11795.12,18,0,6,511,1,0,0,1,0,0,0
167.92,1,0.0233947237431558,40,136,2,14321.73,17,0,6,497,1,0,0,1,0,0,0
5.12,1,0.024390243902439025,34,90,1,3293.01,16,4,10,388,0,1,0,0,1,0,0
182.79,0,0.017421602787456445,23,14,1,1251.85,16,2,10,376,0,0,1,0,0,0,1
139.03,0,0.0273768043802887,50,81,1,2276.57,18,2,8,432,0,0,1,0,1,0,0
101.52,1,0.02687904430064709,49,98,1,2018.9,16,2,8,453,1,0,0,0,1,0,0
20.54,1,0.02687904430064709,51,72,1,5327.03,18,0,8,441,0,1,0,0,1,0,0
137.35,0,0.019910403185664508,40,220,1,12662.66,18,2,3,586,0,0,1,1,0,0,0
9.61,0,0.02538576406172225,58,179,1,12883.91,18,3,6,501,0,0,1,1,0,0,0
120.67,1,0.022399203583872575,42,233,1,5374.54,18,0,12,315,1,0,0,1,0,0,0
263.34,1,0.02538576406172225,64,55,1,2411.02,17,2,3,607,1,0,0,0,0,1,0
302.45,0,0.0233947237431558,78,40,1,5133.61,17,0,9,406,0,1,0,0,0,1,0
180.94,1,0.022896963663514187,75,57,1,7659.99,16,0,7,469,0,1,0,0,0,1,0
430.83,1,0.0273768043802887,18,292,1,941.49,16,0,8,448,0,1,0,0,0,0,1
79.77,1,0.0233947237431558,68,167,1,5010.31,16,0,1,651,1,0,0,0,0,1,0
447.95,1,0.02687904430064709,29,75,1,7544.4,17,2,1,663,0,1,0,0,1,0,0
351.38,1,0.024390243902439025,64,21,1,7606.63,18,0,6,497,0,1,0,0,0,1,0
38.41,1,0.02538576406172225,40,117,1,9129.68,16,1,4,573,1,0,0,1,0,0,0
245.62,1,0.0233947237431558,23,127,1,1879.82,17,4,12,325,0,1,0,0,0,0,1
39.11,1,0.021901443504230962,26,143,1,518.54,18,4,9,430,0,0,1,0,0,0,1
30.87,1,0.02538576406172225,33,295,1,14348.65,16,2,7,481,1,0,0,1,0,0,0
53.83,1,0.018914883026381283,70,131,1,4580.59,17,2,5,523,0,1,0,0,0,1,0
97.98,1,0.02538576406172225,72,18,1,7460.33,16,0,2,637,0,1,0,0,0,1,0
491.91,1,0.023892483822797413,78,155,1,2421.94,17,0,1,665,0,0,1,0,0,1,0
506.83,1,0.0233947237431558,37,45,1,9975.79,17,0,4,560,0,1,0,0,1,0,0
356.56,1,0.024390243902439025,47,52,1,2485.73,17,0,10,392,0,0,1,0,1,0,0
330.61,0,0.022399203583872575,64,113,1,2525.25,16,3,7,487,0,1,0,0,0,1,0
294.61,1,0.024888003982080638,60,74,1,7375.59,18,3,9,403,0,1,0,0,0,1,0
162.65,1,0.024390243902439025,59,147,1,9500.95,17,3,5,543,1,0,0,0,1,0,0
1250.94,1,0.021901443504230962,36,107,2,11565.97,17,1,2,615,1,0,0,1,0,0,0
421.56,1,0.023892483822797413,53,144,1,8037.87,17,1,7,475,0,0,1,0,1,0,0
34.74,0,0.015430562468889995,59,72,1,3736.57,16,4,4,556,0,0,1,0,0,1,0
603.54,1,0.017421602787456445,44,26,1,10517.47,16,4,4,563,0,0,1,1,0,0,0
1392.54,1,0.01841712294673967,41,297,1,13347.69,16,0,11,350,0,1,0,1,0,0,0
118.77,1,0.02140368342458935,55,123,1,2104.82,17,0,10,399,0,1,0,0,1,0,0
275.98,0,0.018914883026381283,72,67,1,6151.05,16,4,12,325,0,0,1,0,0,1,0
717.36,0,0.02538576406172225,22,138,1,514.88,17,0,1,672,0,0,1,0,0,0,1
461.25,0,0.019910403185664508,54,171,1,676.1,17,0,8,434,0,0,1,1,0,0,0
452.8,1,0.0273768043802887,80,151,1,4840.67,16,4,11,346,0,1,0,0,0,1,0
233.74,1,0.02538576406172225,72,142,1,4749.54,16,0,2,630,0,0,1,0,0,1,0
176.11,1,0.023892483822797413,38,105,1,9155.35,16,3,8,452,0,1,0,0,1,0,0
67.17,1,0.0273768043802887,63,48,1,14410.44,18,0,7,490,0,0,1,1,0,0,0
354.4,1,0.024888003982080638,74,128,1,7358.65,17,0,11,364,1,0,0,0,0,1,0
289.05,1,0.024390243902439025,75,116,1,5683.49,17,4,6,514,1,0,0,0,0,1,0
231.71,1,0.022896963663514187,27,148,1,1127.98,17,0,4,560,0,1,0,0,0,0,1
162.36,1,0.02687904430064709,36,147,1,7527.04,16,2,11,348,0,0,1,0,1,0,0
494.52,0,0.0233947237431558,24,111,1,1620.02,17,2,6,516,0,1,0,0,0,0,1
16.79,0,0.025883524141363863,30,146,1,535.15,16,0,11,364,0,0,1,1,0,0,0
119.18,1,0.0273768043802887,56,96,1,5516.5,18,4,8,437,0,1,0,0,0,1,0
75.15,1,0.02538576406172225,23,154,1,1092.92,17,0,9,413,1,0,0,0,0,0,1
777.92,1,0.023892483822797413,62,97,1,7061.58,18,0,6,511,0,1,0,1,0,0,0
22.59,1,0.0273768043802887,62,45,1,3988.75,16,0,3,588,1,0,0,0,0,1,0
643.38,0,0.025883524141363863,18,105,1,1046.74,17,0,11,364,0,0,1,0,0,0,1
434.58,1,0.0233947237431558,59,215,1,12648.32,16,2,9,425,1,0,0,1,0,0,0
233.1,0,0.022399203583872575,42,37,1,7469.2,17,0,1,658,0,1,0,1,0,0,0
881.32,1,0.01841712294673967,31,59,1,2287.93,17,3,8,431,0,0,1,0,1,0,0
997.43,1,0.0273768043802887,69,118,1,6810.05,16,2,11,348,0,0,1,1,0,0,0
29.34,1,0.017421602787456445,65,30,1,3944.82,17,3,3,606,0,0,1,0,0,1,0
1919.11,1,0.015430562468889995,30,161,1,11090.24,17,1,6,496,1,0,0,1,0,0,0
14.92,1,0.022399203583872575,26,120,1,6611.26,16,0,5,532,0,1,0,0,1,0,0
237.97,1,0.021901443504230962,69,69,1,13486.15,17,0,1,665,1,0,0,1,0,0,0
260.31,1,0.023892483822797413,63,113,1,10980.38,16,1,2,615,0,1,0,1,0,0,0
234.57,1,0.024888003982080638,23,120,1,263.98,16,4,9,430,0,0,1,0,0,0,1
254.37,0,0.02140368342458935,51,174,1,8849.26,18,3,4,564,0,0,1,0,1,0,0
40.57,1,0.021901443504230962,26,63,1,1476.91,17,0,2,630,0,1,0,0,0,0,1
506.24,1,0.024888003982080638,58,64,1,230.09,16,4,1,661,1,0,0,0,1,0,0
72.75,1,0.0233947237431558,64,15,1,12042.79,16,0,5,553,1,0,0,1,0,0,0
69.38,1,0.025883524141363863,69,280,2,12072.11,16,2,1,663,0,1,0,1,0,0,0
256.95,1,0.02538576406172225,26,71,1,2531.24,16,3,5,550,0,1,0,0,1,0,0
101.23,1,0.022399203583872575,45,87,1,6169.71,18,4,8,458,0,0,1,0,1,0,0
609.14,1,0.02687904430064709,39,177,1,9033.87,16,3,11,347,1,0,0,0,1,0,0
247.58,1,0.0233947237431558,39,152,1,778.74,18,0,5,525,1,0,0,0,1,0,0
36.63,1,0.02538576406172225,75,261,1,7941.73,17,3,5,550,1,0,0,0,0,1,0
46.22,1,0.023892483822797413,23,217,1,471.28,16,0,11,357,0,1,0,0,0,0,1
14.1,1,0.017421602787456445,45,73,1,6949.21,17,0,12,315,0,1,0,0,1,0,0
0.45,1,0.02538576406172225,34,172,1,8670.23,17,2,7,467,0,1,0,0,1,0,0
1.87,1,0.018914883026381283,65,147,1,7287.94,18,4,10,381,1,0,0,0,0,1,0
224.19,1,0.023892483822797413,52,93,1,8475.47,16,3,9,410,1,0,0,1,0,0,0
280.57,0,0.021901443504230962,25,24,1,293.24,17,4,1,647,0,0,1,0,0,0,1
557.26,1,0.023892483822797413,69,53,1,5237.12,17,2,10,397,1,0,0,1,0,0,0
350.46,1,0.022399203583872575,51,165,1,5839.38,16,4,12,332,0,1,0,0,0,1,0
179.76,1,0.0273768043802887,78,81,1,5909.52,16,2,7,481,0,0,1,0,0,1,0
149.25,1,0.024888003982080638,39,142,1,5677.52,16,0,4,574,1,0,0,0,1,0,0
133.07,1,0.019910403185664508,21,155,1,1670.99,16,2,9,418,0,1,0,0,0,0,1
125.83,1,0.0273768043802887,57,138,1,6109.86,17,0,5,525,1,0,0,0,0,1,0
50.83,0,0.0273768043802887,30,48,1,9553.42,16,0,12,322,0,0,1,1,0,0,0
184.5,1,0.022896963663514187,26,25,1,8569.06,16,4,5,549,0,0,1,0,0,0,1
36.74,1,0.02687904430064709,33,133,1,6217.58,17,0,2,637,0,1,0,1,0,0,0
63.41,1,0.02687904430064709,26,36,1,1546.22,17,4,11,346,1,0,0,0,0,0,1
388.07,1,0.0273768043802887,24,68,1,289.71,17,1,9,426,0,0,1,0,0,0,1
92.15,1,0.02687904430064709,18,172,1,781.68,17,0,4,581,1,0,0,0,0,0,1
302.82,1,0.02040816326530612,36,175,1,9384.54,16,4,11,367,1,0,0,0,1,0,0
672.74,0,0.022399203583872575,46,118,1,5386.52,16,3,8,452,0,1,0,0,1,0,0
97.09,1,0.02687904430064709,24,202,4,1579.57,18,0,4,574,1,0,0,0,0,0,1
52.01,1,0.0233947237431558,48,85,1,1120.88,16,1,11,363,1,0,0,1,0,0,0
65.26,1,0.019910403185664508,26,72,1,7380.63,17,4,12,332,0,1,0,0,0,0,1
457.09,0,0.022399203583872575,55,63,1,8570.82,16,3,5,529,0,0,1,0,1,0,0
173.5,1,0.022399203583872575,21,282,1,1306.91,17,0,10,378,1,0,0,0,0,0,1
1531.31,1,0.02538576406172225,18,62,4,859.86,18,0,10,378,0,0,1,0,0,0,1
268.7,1,0.023892483822797413,53,63,1,2104.74,16,1,10,398,1,0,0,0,0,1,0
388.21,0,0.021901443504230962,53,237,1,9724.49,16,1,12,321,0,1,0,1,0,0,0
134.92,1,0.0273768043802887,19,101,1,1081.97,16,1,10,370,0,0,1,0,0,0,1
100.68,1,0.0233947237431558,63,139,1,1123.75,16,3,1,662,0,0,1,0,0,1,0
256.34,1,0.02538576406172225,69,99,1,7471.63,16,0,8,441,0,1,0,0,0,1,0
226.66,1,0.023892483822797413,41,168,1,10216.25,18,2,12,313,0,1,0,1,0,0,0
10.31,1,0.017421602787456445,36,280,1,2137.9,16,4,1,661,0,0,1,0,1,0,0
746.78,0,0.0233947237431558,21,64,1,1699.81,16,0,11,343,0,1,0,0,0,0,1
249.56,1,0.024390243902439025,76,246,1,4444.95,16,0,11,350,0,1,0,0,0,1,0
224.79,1,0.02538576406172225,18,129,1,528.38,16,1,8,440,0,0,1,0,0,0,1
620.54,0,0.024888003982080638,28,98,1,213.36,16,0,3,588,0,1,0,0,0,0,1
167.14,1,0.02538576406172225,76,20,1,3877.73,18,0,4,560,0,0,1,0,0,1,0
158.56,1,0.019910403185664508,33,100,1,5401.21,17,1,2,615,1,0,0,1,0,0,0
78.93,1,0.0233947237431558,38,145,1,9916.24,16,4,2,626,1,0,0,1,0,0,0
98.95,1,0.0233947237431558,75,73,1,5670.82,17,4,12,311,0,1,0,0,0,1,0
237.84,1,0.022399203583872575,26,16,1,8932.39,17,4,9,409,0,1,0,0,0,0,1
1454.52,1,0.02538576406172225,27,20,1,1189.03,16,4,9,409,1,0,0,0,0,0,1
321.15,1,0.0273768043802887,46,179,1,7005.05,17,4,2,633,0,1,0,1,0,0,0
73.35,1,0.0233947237431558,24,47,1,1181.84,16,0,3,602,0,1,0,0,0,0,1
46.11,1,0.0233947237431558,33,233,1,5225.73,17,0,3,588,0,0,1,1,0,0,0
558.86,1,0.023892483822797413,60,95,1,9844.32,17,2,3,600,1,0,0,1,0,0,0
25.94,0,0.023892483822797413,58,211,5,4815.11,18,0,10,385,0,0,1,0,0,1,0
69.96,1,0.018914883026381283,28,31,1,164.12,17,0,10,385,0,1,0,0,0,0,1
35.73,1,0.02538576406172225,65,87,1,9073.17,16,0,6,511,0,1,0,1,0,0,0
119.72,1,0.02687904430064709,30,123,1,3435.34,18,4,2,640,0,1,0,0,1,0,0
67.07,0,0.0273768043802887,24,56,1,999.62,16,0,6,518,1,0,0,0,0,0,1
312.47,1,0.023892483822797413,49,148,4,9419.27,17,1,5,552,1,0,0,0,1,0,0
54.1,0,0.02538576406172225,28,17,1,940.91,17,4,5,535,0,1,0,0,1,0,0
173.13,0,0.02140368342458935,20,288,1,1490.34,16,3,10,396,0,0,1,0,0,0,1
1162.42,0,0.025883524141363863,30,45,1,10357.26,16,2,8,439,0,0,1,1,0,0,0
198.92,1,0.023892483822797413,36,100,1,2854.66,16,0,10,378,0,0,1,0,1,0,0
389.43,0,0.023892483822797413,52,151,1,6449.83,18,0,11,343,1,0,0,0,1,0,0
1079.11,1,0.022399203583872575,53,211,1,2038.31,16,4,5,549,0,0,1,0,1,0,0
581.65,1,0.02538576406172225,22,176,1,480.19,16,0,1,665,1,0,0,0,0,0,1
114.15,1,0.02140368342458935,19,52,1,1612.4,16,1,2,622,1,0,0,0,0,0,1
724.18,1,0.02687904430064709,41,134,1,10922.78,16,0,2,637,0,1,0,1,0,0,0
503.76,1,0.0273768043802887,22,35,1,447.82,18,0,11,343,0,0,1,0,0,0,1
683.75,1,0.022399203583872575,32,106,1,6333.72,18,0,2,623,0,1,0,1,0,0,0
298.42,1,0.0233947237431558,56,225,1,3014.75,16,1,4,559,0,1,0,0,0,1,0
